"CSV for general cost profile"
"Clock (seconds)"
Solids   ,Shells   ,Tshells  ,Beams    ,SPH      ,Time-Step,Contact  ,Rigid-Bdy,Others   ,Misc1    ,Misc2    ,Misc3    ,Misc4    
0.000000000E+00,0.594610035E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.939589366E-01,0.879289880E-01,0.402075499E-01,0.158309862E+00,0.291840374E+00,0.465437099E-01,0.891545296E+01,0.231682166E+00
0.000000000E+00,0.624359667E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.112025298E+00,0.785778835E-01,0.393831581E-01,0.130044505E+00,0.185515419E+00,0.455779955E-01,0.893300533E+01,0.227442458E+00
0.000000000E+00,0.592769325E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.136214942E+00,0.840891078E-01,0.392415859E-01,0.156330362E+00,0.175503626E+00,0.457425900E-01,0.892329121E+01,0.228430301E+00
0.000000000E+00,0.592733562E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.148018494E+00,0.764589533E-01,0.401845276E-01,0.129315972E+00,0.175930962E+00,0.460261218E-01,0.893441486E+01,0.227563143E+00
0.000000000E+00,0.625498056E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.563666746E-01,0.872470364E-01,0.384414531E-01,0.180382773E+00,0.196470723E+00,0.457434468E-01,0.891504955E+01,0.226785749E+00
0.000000000E+00,0.593203187E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.138054475E+00,0.885187984E-01,0.391244628E-01,0.150891811E+00,0.220142826E+00,0.464264415E-01,0.892360497E+01,0.230459809E+00
0.000000000E+00,0.592073321E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.138667077E+00,0.860927776E-01,0.377583392E-01,0.154189691E+00,0.202123716E+00,0.456491932E-01,0.892312241E+01,0.226903349E+00
0.000000000E+00,0.593037426E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.147099286E+00,0.768826306E-01,0.389830768E-01,0.134568170E+00,0.181701198E+00,0.462379344E-01,0.893039894E+01,0.227891997E+00
0.000000000E+00,0.590464175E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.138453349E+00,0.885649174E-01,0.381818451E-01,0.152114958E+00,0.178472444E+00,0.459312722E-01,0.892341042E+01,0.231234506E+00
0.000000000E+00,0.589311123E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.145943955E+00,0.768820271E-01,0.395716354E-01,0.132376537E+00,0.210412756E+00,0.473681875E-01,0.892726612E+01,0.228337750E+00
0.000000000E+00,0.635832787E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.870577917E-01,0.795438737E-01,0.387473106E-01,0.147946432E+00,0.211402521E+00,0.489464514E-01,0.891876030E+01,0.232083455E+00
0.000000000E+00,0.622647166E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.101945110E+00,0.878357962E-01,0.374285504E-01,0.158029050E+00,0.178356826E+00,0.460967161E-01,0.892262363E+01,0.231025338E+00
0.000000000E+00,0.590351701E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.137771502E+00,0.883301646E-01,0.379230827E-01,0.145167679E+00,0.216962442E+00,0.457432456E-01,0.892805958E+01,0.228975341E+00
0.000000000E+00,0.622924924E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.102132745E+00,0.778950676E-01,0.372869298E-01,0.154824391E+00,0.182548150E+00,0.460021347E-01,0.892420197E+01,0.229115590E+00
0.000000000E+00,0.592957437E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.149852842E+00,0.769520923E-01,0.378047489E-01,0.105240874E+00,0.200541824E+00,0.465905219E-01,0.894799519E+01,0.229843438E+00
0.000000000E+00,0.592987776E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.143023714E+00,0.763169974E-01,0.378993973E-01,0.143047258E+00,0.194372803E+00,0.455782078E-01,0.893083191E+01,0.231659770E+00
0.000000000E+00,0.628063440E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.540816709E-01,0.877413899E-01,0.386768766E-01,0.174093053E+00,0.233780757E+00,0.454370826E-01,0.891574955E+01,0.230153307E+00
0.000000000E+00,0.596309483E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.776361227E-01,0.869873166E-01,0.379700921E-01,0.163516358E+00,0.251068980E+00,0.470386334E-01,0.891296101E+01,0.233332351E+00
0.000000000E+00,0.591014087E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.953970402E-01,0.839965045E-01,0.379468240E-01,0.166226387E+00,0.229706645E+00,0.458141342E-01,0.891547775E+01,0.230436847E+00
0.000000000E+00,0.630087674E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.821116120E-01,0.849381685E-01,0.399251804E-01,0.177248955E+00,0.213428959E+00,0.476275608E-01,0.891718960E+01,0.229964316E+00
0.000000000E+00,0.591484666E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.145191833E+00,0.764589012E-01,0.373579226E-01,0.126677752E+00,0.220991194E+00,0.456727706E-01,0.893758869E+01,0.230672225E+00
0.000000000E+00,0.592165709E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.144696653E+00,0.757519826E-01,0.378053300E-01,0.126936391E+00,0.220495746E+00,0.464970171E-01,0.893849850E+01,0.231095374E+00
0.000000000E+00,0.630539358E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.575915724E-01,0.870115608E-01,0.375699624E-01,0.194233164E+00,0.208625168E+00,0.459554829E-01,0.891637611E+01,0.230554730E+00
0.000000000E+00,0.593387425E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.135980695E+00,0.888243914E-01,0.367922820E-01,0.151126295E+00,0.178002089E+00,0.467794277E-01,0.892502499E+01,0.230952829E+00
0.000000000E+00,0.593644679E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.140220076E+00,0.875757188E-01,0.370983742E-01,0.145943820E+00,0.196067855E+00,0.451540239E-01,0.892751789E+01,0.230716556E+00
0.000000000E+00,0.624531507E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.104701020E+00,0.764117241E-01,0.371694528E-01,0.148560032E+00,0.208106518E+00,0.461202711E-01,0.892523766E+01,0.231425747E+00
0.000000000E+00,0.592281640E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.140668362E+00,0.867753327E-01,0.379229859E-01,0.144837543E+00,0.196092471E+00,0.464262180E-01,0.892714214E+01,0.227184609E+00
0.000000000E+00,0.593457758E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.146415293E+00,0.765523985E-01,0.382997543E-01,0.123944223E+00,0.202734306E+00,0.454603471E-01,0.893865871E+01,0.229256764E+00
0.000000000E+00,0.625625730E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.100411981E+00,0.783651471E-01,0.370273553E-01,0.155199274E+00,0.219573155E+00,0.469437167E-01,0.892109585E+01,0.229984164E+00
0.000000000E+00,0.594193935E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.141517371E+00,0.879772455E-01,0.374757163E-01,0.143566623E+00,0.170207128E+00,0.459790081E-01,0.892645168E+01,0.231214121E+00
0.000000000E+00,0.589766622E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.149361387E+00,0.788381249E-01,0.372637920E-01,0.116455235E+00,0.210415587E+00,0.466150716E-01,0.894163704E+01,0.227822617E+00
0.000000000E+00,0.593344629E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.145309374E+00,0.770005435E-01,0.379467346E-01,0.123992309E+00,0.210249886E+00,0.454371497E-01,0.893750381E+01,0.227539077E+00
0.000000000E+00,0.591953933E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.148606792E+00,0.779426098E-01,0.374284685E-01,0.122343279E+00,0.180170134E+00,0.456726253E-01,0.893793774E+01,0.229493767E+00
0.000000000E+00,0.588282764E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.149549857E+00,0.773306265E-01,0.371931382E-01,0.111767843E+00,0.194162771E+00,0.461439863E-01,0.894394779E+01,0.231096804E+00
