"CSV for general cost profile"
"Clock (seconds)"
Solids   ,Shells   ,Tshells  ,Beams    ,SPH      ,Time-Step,Contact  ,Rigid-Bdy,Others   ,Misc1    ,Misc2    ,Misc3    ,Misc4    
0.000000000E+00,0.400099996E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.615900010E-02,0.711000001E-03,0.755999994E-03,0.409899978E-02,0.417200010E-02,0.762999989E-03,0.414530993E+00,0.569999975E-03
0.000000000E+00,0.406799978E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.423899991E-02,0.670999987E-03,0.765000004E-03,0.476300018E-02,0.588400010E-02,0.740999996E-03,0.414137006E+00,0.584999972E-03
0.000000000E+00,0.547500001E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.460899994E-02,0.713000016E-03,0.761999981E-03,0.452300021E-02,0.418200018E-02,0.736000016E-03,0.414332986E+00,0.584999972E-03
0.000000000E+00,0.397699978E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.592399994E-02,0.658000004E-03,0.761999981E-03,0.451399991E-02,0.475999992E-02,0.720000011E-03,0.414492011E+00,0.562999980E-03
0.000000000E+00,0.402799994E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.435400009E-02,0.699999975E-03,0.774000015E-03,0.459099980E-02,0.591700012E-02,0.795000000E-03,0.414099991E+00,0.571999990E-03
0.000000000E+00,0.544100022E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.485800020E-02,0.607999973E-03,0.747999991E-03,0.352500007E-02,0.377799990E-02,0.776999979E-03,0.414810002E+00,0.581000000E-03
0.000000000E+00,0.394700002E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.598100014E-02,0.631999981E-03,0.715999980E-03,0.458300021E-02,0.534099992E-02,0.761999981E-03,0.414415985E+00,0.615999976E-03
0.000000000E+00,0.391300023E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.657000020E-02,0.594999990E-03,0.722999976E-03,0.347299990E-02,0.343100005E-02,0.730000029E-03,0.414887011E+00,0.531000027E-03
0.000000000E+00,0.552800018E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.240999996E-02,0.673000002E-03,0.774000015E-03,0.557499984E-02,0.523599982E-02,0.740999996E-03,0.414135009E+00,0.612000003E-03
0.000000000E+00,0.398099981E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.597199984E-02,0.734000001E-03,0.724999991E-03,0.433500018E-02,0.469700014E-02,0.747999991E-03,0.414471000E+00,0.563999987E-03
0.000000000E+00,0.396700017E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.607099989E-02,0.641999999E-03,0.763999997E-03,0.431700004E-02,0.419300003E-02,0.752000022E-03,0.414420992E+00,0.592000026E-03
0.000000000E+00,0.394000020E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.638600020E-02,0.702999998E-03,0.722999976E-03,0.361800008E-02,0.385600002E-02,0.737999973E-03,0.414756000E+00,0.549999997E-03
0.000000000E+00,0.398200005E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.587499980E-02,0.564999995E-03,0.757000002E-03,0.446800003E-02,0.478600012E-02,0.783000025E-03,0.414389998E+00,0.590000011E-03
0.000000000E+00,0.389200007E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.657799980E-02,0.592000026E-03,0.755999994E-03,0.337200006E-02,0.376900006E-02,0.737000024E-03,0.414887011E+00,0.607000024E-03
0.000000000E+00,0.580700021E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.397800002E-02,0.696000003E-03,0.812000013E-03,0.406299997E-02,0.394900003E-02,0.783000025E-03,0.414370000E+00,0.666000007E-03
0.000000000E+00,0.539600011E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.453600008E-02,0.644000014E-03,0.722000026E-03,0.453899987E-02,0.353100011E-02,0.778999995E-03,0.414451003E+00,0.546999974E-03
0.000000000E+00,0.402199989E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.600499986E-02,0.652000017E-03,0.735000009E-03,0.408300012E-02,0.413500005E-02,0.729000021E-03,0.414703995E+00,0.554000027E-03
0.000000000E+00,0.539899990E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.453299982E-02,0.586999988E-03,0.736000016E-03,0.429099984E-02,0.424699998E-02,0.762999989E-03,0.414577007E+00,0.586999988E-03
0.000000000E+00,0.397699978E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.667800009E-02,0.530000019E-03,0.762999989E-03,0.224400009E-02,0.553799979E-02,0.771999999E-03,0.415666997E+00,0.556999992E-03
0.000000000E+00,0.394900003E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.622399990E-02,0.708999985E-03,0.768000027E-03,0.355100003E-02,0.346300006E-02,0.691000023E-03,0.415026009E+00,0.558000000E-03
0.000000000E+00,0.550100021E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.243599992E-02,0.713000016E-03,0.757000002E-03,0.520200003E-02,0.523199979E-02,0.776999979E-03,0.414113998E+00,0.595999998E-03
0.000000000E+00,0.424800022E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.358900009E-02,0.711000001E-03,0.804000010E-03,0.474100001E-02,0.584999984E-02,0.823999988E-03,0.414038002E+00,0.638999976E-03
0.000000000E+00,0.395999989E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.433399994E-02,0.630999974E-03,0.723999983E-03,0.475799991E-02,0.633300003E-02,0.767000020E-03,0.414121002E+00,0.553000020E-03
0.000000000E+00,0.542900013E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.411800016E-02,0.698000018E-03,0.729000021E-03,0.508600008E-02,0.434100023E-02,0.734000001E-03,0.414370000E+00,0.547999982E-03
0.000000000E+00,0.397199998E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.641199993E-02,0.635000004E-03,0.748999999E-03,0.308599998E-02,0.358100003E-02,0.760999974E-03,0.415035993E+00,0.564999995E-03
0.000000000E+00,0.410000002E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.637899991E-02,0.638000027E-03,0.736000016E-03,0.318200001E-02,0.418400019E-02,0.739999989E-03,0.415098011E+00,0.579999993E-03
0.000000000E+00,0.547700003E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.277799997E-02,0.647999987E-03,0.746999984E-03,0.613800017E-02,0.459499983E-02,0.776999979E-03,0.414128989E+00,0.561999972E-03
0.000000000E+00,0.406799978E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.584799983E-02,0.654999982E-03,0.725999998E-03,0.442800019E-02,0.375299994E-02,0.738999981E-03,0.414543003E+00,0.554999977E-03
0.000000000E+00,0.397300022E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.609399984E-02,0.688000000E-03,0.731999986E-03,0.402799994E-02,0.343100005E-02,0.761999981E-03,0.414671004E+00,0.571999990E-03
0.000000000E+00,0.544299977E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.458399998E-02,0.623000029E-03,0.795000000E-03,0.421900023E-02,0.394599978E-02,0.759000017E-03,0.414499015E+00,0.570999982E-03
0.000000000E+00,0.395300006E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.618400006E-02,0.716999988E-03,0.748999999E-03,0.405899994E-02,0.347099989E-02,0.722000026E-03,0.414682001E+00,0.561999972E-03
0.000000000E+00,0.396700017E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.638800021E-02,0.654999982E-03,0.742000004E-03,0.329799997E-02,0.352000003E-02,0.742000004E-03,0.415062994E+00,0.522000017E-03
0.000000000E+00,0.547500001E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.443099998E-02,0.518999994E-03,0.758000009E-03,0.449700002E-02,0.427999999E-02,0.774000015E-03,0.414438993E+00,0.581000000E-03
0.000000000E+00,0.399099989E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.613600016E-02,0.651000009E-03,0.730000029E-03,0.408900017E-02,0.365399988E-02,0.769999984E-03,0.414615989E+00,0.558000000E-03
0.000000000E+00,0.398600008E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.650899997E-02,0.578999985E-03,0.724999991E-03,0.282200007E-02,0.423699990E-02,0.751000014E-03,0.415324003E+00,0.572999998E-03
0.000000000E+00,0.398699986E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.651099999E-02,0.696000003E-03,0.740999996E-03,0.311799999E-02,0.348800002E-02,0.785999990E-03,0.415064991E+00,0.538999971E-03
0.000000000E+00,0.397899980E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.645900005E-02,0.518999994E-03,0.753999979E-03,0.302800001E-02,0.496499985E-02,0.780000002E-03,0.415084004E+00,0.561000023E-03
0.000000000E+00,0.399499992E-02,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.672100019E-02,0.516999979E-03,0.737999973E-03,0.258699991E-02,0.361700007E-02,0.745000027E-03,0.415376991E+00,0.544000010E-03



"CSV for general cost profile"
"Clock and percentage(%)"
Solids   ,Shells   ,Tshells  ,Beams    ,SPH      ,Time-Step,Contact  ,Rigid-Bdy,Others   ,Misc1    ,Misc2    ,Misc3    ,Misc4    
0.000000000E+00,0.160576805E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.141381338E+00,0.175748747E-01,0.218219049E-01,0.739877075E-01,0.336660862E+00,0.231351294E-01,0.115785179E+02,0.201733857E-01
0.000000000E+00,0.151719451E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.142945990E+00,0.164013486E-01,0.208998434E-01,0.860581845E-01,0.105505101E+00,0.216821898E-01,0.115920658E+02,0.163454656E-01
0.000000000E+00,0.112937346E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.181252971E+00,0.193351395E-01,0.200895481E-01,0.994977504E-01,0.104862399E+00,0.206204243E-01,0.115867233E+02,0.162057541E-01
0.000000000E+00,0.150014937E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.135485634E+00,0.165130980E-01,0.201733615E-01,0.115926981E+00,0.104191788E+00,0.210115891E-01,0.115811586E+02,0.164013337E-01
0.000000000E+00,0.113412328E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.167506024E+00,0.183292665E-01,0.228277575E-01,0.101984486E+00,0.102040365E+00,0.231909901E-01,0.115796804E+02,0.180498548E-01
0.000000000E+00,0.114110745E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.171529353E+00,0.152836870E-01,0.206204038E-01,0.118134245E+00,0.971506014E-01,0.209277552E-01,0.115827999E+02,0.156189781E-01
0.000000000E+00,0.151356041E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.133585587E+00,0.174351409E-01,0.216262825E-01,0.116401933E+00,0.962285697E-01,0.214586370E-01,0.115796719E+02,0.160101559E-01
0.000000000E+00,0.111456335E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.174463138E+00,0.148086902E-01,0.216262750E-01,0.102878481E+00,0.121515073E+00,0.208718702E-01,0.115873795E+02,0.164013226E-01
0.000000000E+00,0.112658016E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.168931141E+00,0.164292939E-01,0.211513191E-01,0.117324159E+00,0.100475743E+00,0.214307290E-01,0.115793829E+02,0.164572336E-01
0.000000000E+00,0.151551828E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.909478590E-01,0.183572173E-01,0.215704292E-01,0.143365130E+00,0.141101897E+00,0.217380747E-01,0.115711107E+02,0.158704706E-01
0.000000000E+00,0.111791745E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.172088340E+00,0.198660158E-01,0.211233590E-01,0.114529952E+00,0.116569653E+00,0.213189442E-01,0.115823898E+02,0.159263406E-01
0.000000000E+00,0.113663815E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.118441723E+00,0.187483821E-01,0.213748328E-01,0.133082792E+00,0.164404601E+00,0.207042508E-01,0.115713854E+02,0.163454600E-01
0.000000000E+00,0.152976722E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.128779843E+00,0.199218988E-01,0.212910064E-01,0.126376927E+00,0.116849065E+00,0.205645412E-01,0.115768585E+02,0.163454562E-01
0.000000000E+00,0.111121140E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.165522173E+00,0.183851440E-01,0.212910008E-01,0.126125425E+00,0.132998899E+00,0.201174822E-01,0.115812988E+02,0.157307517E-01
0.000000000E+00,0.112546138E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.121654890E+00,0.195586644E-01,0.216262937E-01,0.128276885E+00,0.165326595E+00,0.222130530E-01,0.115703468E+02,0.159822218E-01
0.000000000E+00,0.152026713E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.135737136E+00,0.169880949E-01,0.208998285E-01,0.984918475E-01,0.105560899E+00,0.217101164E-01,0.115901842E+02,0.162336901E-01
0.000000000E+00,0.110282972E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.167114884E+00,0.176586863E-01,0.200057272E-01,0.128053427E+00,0.149232671E+00,0.212910119E-01,0.115791807E+02,0.172116309E-01
0.000000000E+00,0.109332979E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.183572099E+00,0.166248698E-01,0.202013124E-01,0.970389470E-01,0.958654359E-01,0.203969013E-01,0.115923414E+02,0.148366494E-01
0.000000000E+00,0.154457584E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.673376992E-01,0.188042615E-01,0.216262974E-01,0.155770823E+00,0.146298826E+00,0.207042471E-01,0.115713272E+02,0.170998629E-01
0.000000000E+00,0.111232899E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.166863307E+00,0.205086526E-01,0.202571843E-01,0.121123999E+00,0.131238624E+00,0.208998267E-01,0.115807114E+02,0.157586914E-01
0.000000000E+00,0.110841513E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.169629142E+00,0.179380495E-01,0.213468373E-01,0.120620809E+00,0.117156141E+00,0.210115481E-01,0.115792913E+02,0.165410079E-01
0.000000000E+00,0.110087082E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.178430483E+00,0.196424406E-01,0.202012565E-01,0.101090118E+00,0.107740045E+00,0.206203703E-01,0.115886488E+02,0.153674856E-01
0.000000000E+00,0.111260779E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.164152950E+00,0.157866254E-01,0.211512838E-01,0.124840073E+00,0.133725300E+00,0.218777470E-01,0.115784416E+02,0.164851490E-01
0.000000000E+00,0.108746082E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.183795393E+00,0.165410284E-01,0.211233385E-01,0.942168087E-01,0.105309352E+00,0.205924623E-01,0.115923271E+02,0.169601422E-01
0.000000000E+00,0.162253261E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.111149199E+00,0.194469187E-01,0.226880740E-01,0.113524191E+00,0.110338911E+00,0.218777843E-01,0.115779018E+02,0.186086912E-01
0.000000000E+00,0.150769487E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.126740247E+00,0.179939847E-01,0.201733802E-01,0.126824066E+00,0.986595675E-01,0.217660163E-01,0.115801630E+02,0.152837103E-01
0.000000000E+00,0.112378694E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.167785689E+00,0.182175320E-01,0.205366332E-01,0.114083096E+00,0.115536034E+00,0.203689896E-01,0.115872431E+02,0.154793141E-01
0.000000000E+00,0.150853217E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.126656339E+00,0.164013393E-01,0.205645431E-01,0.119894624E+00,0.118665226E+00,0.213189460E-01,0.115836773E+02,0.164013393E-01
0.000000000E+00,0.111121349E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.186590001E+00,0.148087312E-01,0.213189814E-01,0.626996085E-01,0.154737249E+00,0.215704534E-01,0.116141520E+02,0.155631369E-01
0.000000000E+00,0.110338829E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.173904508E+00,0.198101383E-01,0.214586556E-01,0.992183313E-01,0.967595279E-01,0.193071999E-01,0.115962238E+02,0.155910524E-01
0.000000000E+00,0.153703213E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.680641681E-01,0.199219026E-01,0.211513042E-01,0.145348862E+00,0.146187082E+00,0.217101220E-01,0.115707417E+02,0.166528095E-01
0.000000000E+00,0.118693188E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.100280099E+00,0.198660195E-01,0.224645287E-01,0.132468075E+00,0.163454592E+00,0.230233502E-01,0.115686188E+02,0.178542696E-01
0.000000000E+00,0.110646293E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.121096224E+00,0.176307596E-01,0.202292707E-01,0.132943198E+00,0.176950246E+00,0.214307345E-01,0.115709486E+02,0.154513642E-01
0.000000000E+00,0.151691481E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.115060881E+00,0.195027906E-01,0.203689598E-01,0.142107710E+00,0.121291712E+00,0.205086637E-01,0.115778952E+02,0.153116444E-01
0.000000000E+00,0.110981420E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.179157332E+00,0.177424997E-01,0.209277663E-01,0.862257481E-01,0.100056514E+00,0.212630574E-01,0.115964975E+02,0.157866329E-01
0.000000000E+00,0.114557840E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.178235233E+00,0.178263169E-01,0.205645300E-01,0.889080614E-01,0.116904885E+00,0.206762943E-01,0.115982265E+02,0.162057430E-01
0.000000000E+00,0.153032780E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.776200518E-01,0.181057584E-01,0.208719149E-01,0.171501771E+00,0.128388822E+00,0.217101444E-01,0.115711718E+02,0.157028325E-01
0.000000000E+00,0.113663837E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.163398758E+00,0.183013324E-01,0.202851407E-01,0.123722598E+00,0.104862437E+00,0.206483733E-01,0.115827312E+02,0.155072343E-01
0.000000000E+00,0.111009449E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.170272216E+00,0.192233827E-01,0.204527844E-01,0.112546191E+00,0.958654433E-01,0.212910119E-01,0.115863066E+02,0.159822293E-01
0.000000000E+00,0.152082637E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.128081366E+00,0.174072180E-01,0.222130623E-01,0.117882915E+00,0.110255018E+00,0.212071892E-01,0.115815001E+02,0.159542877E-01
0.000000000E+00,0.110450692E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.172787011E+00,0.200336818E-01,0.209277943E-01,0.113412440E+00,0.969831347E-01,0.201733876E-01,0.115866213E+02,0.157028306E-01
0.000000000E+00,0.110841937E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.178487092E+00,0.183013529E-01,0.207322184E-01,0.921494067E-01,0.983523056E-01,0.207322184E-01,0.115972729E+02,0.145852007E-01
0.000000000E+00,0.152976468E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.123806164E+00,0.145013304E-01,0.211792085E-01,0.125650257E+00,0.119587086E+00,0.216262620E-01,0.115798016E+02,0.162336677E-01
0.000000000E+00,0.111512303E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.171445638E+00,0.181895550E-01,0.203968920E-01,0.114250526E+00,0.102096207E+00,0.215145275E-01,0.115847616E+02,0.155910468E-01
0.000000000E+00,0.111372732E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.181867808E+00,0.161778238E-01,0.202572066E-01,0.788494349E-01,0.118385911E+00,0.209836736E-01,0.116045580E+02,0.160101801E-01
0.000000000E+00,0.111400634E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.181923628E+00,0.194469132E-01,0.207042564E-01,0.871199369E-01,0.974580944E-01,0.219615996E-01,0.115973177E+02,0.150601799E-01
0.000000000E+00,0.111177079E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.180470675E+00,0.145013584E-01,0.210674834E-01,0.846052319E-01,0.138726860E+00,0.217939503E-01,0.115978460E+02,0.156748798E-01
0.000000000E+00,0.111624144E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.187791213E+00,0.144454772E-01,0.206204299E-01,0.722832680E-01,0.101062462E+00,0.208160188E-01,0.116060333E+02,0.151998838E-01
