"CSV for general cost profile"
"Clock (seconds)"
Solids   ,Shells   ,Tshells  ,Beams    ,SPH      ,Time-Step,Contact  ,Rigid-Bdy,Others   ,Misc1    ,Misc2    ,Misc3    ,Misc4    
0.000000000E+00,0.254219994E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.676300004E-02,0.423400011E-02,0.178399996E-02,0.598799996E-02,0.897600036E-02,0.172499998E-02,0.312729001E+00,0.752100023E-02
0.000000000E+00,0.250930004E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.550699979E-02,0.430099992E-02,0.170699996E-02,0.635300018E-02,0.100010000E-01,0.165200001E-02,0.312660009E+00,0.759000005E-02
0.000000000E+00,0.266249999E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.498400023E-02,0.362699991E-02,0.181100005E-02,0.623300020E-02,0.981900003E-02,0.172599999E-02,0.312785000E+00,0.763199991E-02
0.000000000E+00,0.251599997E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.722099980E-02,0.428400002E-02,0.174099999E-02,0.597500009E-02,0.921900012E-02,0.164499995E-02,0.313080996E+00,0.750799989E-02
0.000000000E+00,0.252689999E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.546299992E-02,0.422600005E-02,0.172700000E-02,0.608000020E-02,0.111109996E-01,0.166399998E-02,0.312660992E+00,0.753800012E-02
0.000000000E+00,0.265970007E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.613499992E-02,0.347499992E-02,0.176400004E-02,0.505500007E-02,0.886899978E-02,0.167000003E-02,0.313419998E+00,0.731700007E-02
0.000000000E+00,0.253909994E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.654600002E-02,0.426199986E-02,0.180600001E-02,0.614200020E-02,0.969200023E-02,0.168700004E-02,0.312941015E+00,0.743500004E-02
0.000000000E+00,0.253519993E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.724700000E-02,0.347000011E-02,0.178000005E-02,0.509099988E-02,0.975899957E-02,0.163800002E-02,0.313232988E+00,0.761299999E-02
0.000000000E+00,0.266360007E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.358200003E-02,0.427300017E-02,0.174199999E-02,0.710899988E-02,0.977400038E-02,0.168300001E-02,0.312613010E+00,0.756500009E-02
0.000000000E+00,0.252490006E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.715800002E-02,0.427700020E-02,0.175699999E-02,0.584799983E-02,0.951400027E-02,0.160800002E-02,0.313039988E+00,0.745599996E-02
0.000000000E+00,0.253020003E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.700300001E-02,0.418400019E-02,0.174199999E-02,0.599199999E-02,0.940900017E-02,0.168700004E-02,0.312920988E+00,0.751300016E-02
0.000000000E+00,0.252819993E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.755799981E-02,0.339800003E-02,0.175800000E-02,0.522499997E-02,0.904600043E-02,0.162800006E-02,0.313331991E+00,0.745799998E-02
0.000000000E+00,0.250990000E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.738999993E-02,0.432399986E-02,0.169599999E-02,0.569200004E-02,0.905099977E-02,0.166499999E-02,0.313053995E+00,0.735299988E-02
0.000000000E+00,0.251599997E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.759200007E-02,0.358800008E-02,0.175599998E-02,0.484000007E-02,0.973699987E-02,0.166700000E-02,0.313279003E+00,0.736800022E-02
0.000000000E+00,0.270509999E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.520400004E-02,0.353000010E-02,0.175699999E-02,0.551499985E-02,0.939499959E-02,0.173100003E-02,0.312831998E+00,0.765899988E-02
0.000000000E+00,0.265849996E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.572799984E-02,0.422699982E-02,0.168400002E-02,0.608700002E-02,0.937199965E-02,0.168500002E-02,0.312893987E+00,0.742000015E-02
0.000000000E+00,0.251540001E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.732599990E-02,0.429099984E-02,0.168300001E-02,0.559999980E-02,0.903599989E-02,0.159100001E-02,0.313129991E+00,0.744300010E-02
0.000000000E+00,0.266939998E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.595299993E-02,0.349900010E-02,0.169099995E-02,0.581600005E-02,0.954699982E-02,0.167200004E-02,0.312992990E+00,0.737399980E-02
0.000000000E+00,0.252030008E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.782399997E-02,0.354800001E-02,0.167799997E-02,0.358200003E-02,0.918699987E-02,0.163299998E-02,0.314253002E+00,0.749300001E-02
0.000000000E+00,0.252219997E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.761900004E-02,0.342099997E-02,0.166900002E-02,0.499999989E-02,0.882999972E-02,0.159799994E-02,0.313569993E+00,0.747000007E-02
0.000000000E+00,0.266440008E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.364000001E-02,0.432599988E-02,0.170499994E-02,0.675400021E-02,0.977400038E-02,0.162500003E-02,0.312647015E+00,0.735099986E-02
0.000000000E+00,0.254919995E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.415899977E-02,0.438700011E-02,0.179100002E-02,0.627399981E-02,0.119190002E-01,0.173999998E-02,0.312588006E+00,0.753299985E-02
0.000000000E+00,0.251129996E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.544400001E-02,0.423499988E-02,0.167899998E-02,0.630800007E-02,0.112699997E-01,0.163700001E-02,0.312638015E+00,0.747299986E-02
0.000000000E+00,0.267089996E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.517999986E-02,0.438300008E-02,0.166700000E-02,0.653799996E-02,0.931200013E-02,0.164000003E-02,0.312821001E+00,0.732300011E-02
0.000000000E+00,0.251620002E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.772099989E-02,0.353199989E-02,0.169499998E-02,0.445900019E-02,0.958099961E-02,0.161599996E-02,0.313676000E+00,0.742299994E-02
0.000000000E+00,0.251230001E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.771200005E-02,0.346800010E-02,0.167799997E-02,0.468999986E-02,0.102159996E-01,0.164000003E-02,0.313564986E+00,0.741800014E-02
0.000000000E+00,0.265980009E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.411800016E-02,0.426599989E-02,0.164699997E-02,0.763700018E-02,0.102120005E-01,0.163700001E-02,0.312613010E+00,0.742899999E-02
0.000000000E+00,0.252860002E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.741899991E-02,0.430099992E-02,0.167100003E-02,0.581600005E-02,0.902799983E-02,0.160600001E-02,0.312967986E+00,0.752600003E-02
0.000000000E+00,0.252899993E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.739900023E-02,0.430600019E-02,0.166900002E-02,0.549700018E-02,0.937100034E-02,0.167200004E-02,0.313015014E+00,0.744500011E-02
0.000000000E+00,0.267549995E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.608599978E-02,0.346000004E-02,0.167200004E-02,0.559299998E-02,0.924700033E-02,0.162700005E-02,0.312949985E+00,0.750999991E-02
0.000000000E+00,0.251759999E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.754600018E-02,0.426900014E-02,0.167499995E-02,0.549700018E-02,0.922499970E-02,0.165400002E-02,0.313055009E+00,0.750100007E-02
0.000000000E+00,0.251979996E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.774599984E-02,0.354900002E-02,0.171099999E-02,0.448800018E-02,0.946199987E-02,0.156600005E-02,0.313605994E+00,0.735000009E-02
0.000000000E+00,0.267140009E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.584999984E-02,0.350299990E-02,0.168999995E-02,0.586700020E-02,0.922199991E-02,0.163900002E-02,0.312869996E+00,0.742800022E-02
0.000000000E+00,0.252289996E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.744700013E-02,0.424499996E-02,0.169499998E-02,0.540000014E-02,0.928399991E-02,0.164200005E-02,0.313091010E+00,0.751500018E-02
0.000000000E+00,0.253090002E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.789100025E-02,0.353000010E-02,0.168800005E-02,0.419799984E-02,0.936700031E-02,0.164699997E-02,0.313710988E+00,0.747499987E-02
0.000000000E+00,0.251950007E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.784900039E-02,0.347999996E-02,0.169099995E-02,0.445500016E-02,0.882199965E-02,0.162899995E-02,0.313582987E+00,0.751100015E-02
0.000000000E+00,0.252420008E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.770899979E-02,0.344099989E-02,0.174600002E-02,0.446400000E-02,0.950900000E-02,0.167999999E-02,0.313477993E+00,0.740299979E-02
0.000000000E+00,0.251080003E-01,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.795200001E-02,0.354599999E-02,0.172399997E-02,0.372499996E-02,0.914600026E-02,0.165899994E-02,0.314016014E+00,0.756199984E-02



"CSV for general cost profile"
"Clock and percentage(%)"
Solids   ,Shells   ,Tshells  ,Beams    ,SPH      ,Time-Step,Contact  ,Rigid-Bdy,Others   ,Misc1    ,Misc2    ,Misc3    ,Misc4    
0.000000000E+00,0.813139260E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.194341078E+00,0.107355207E+00,0.538440682E-01,0.126180947E+00,0.439469308E+00,0.511200875E-01,0.946847534E+01,0.230479240E+00
0.000000000E+00,0.807052851E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.185774997E+00,0.106083632E+00,0.542373434E-01,0.135260418E+00,0.275302947E+00,0.489407256E-01,0.949265385E+01,0.225242347E+00
0.000000000E+00,0.760896564E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.235653982E+00,0.130054593E+00,0.543281361E-01,0.155236214E+00,0.274243593E+00,0.496368483E-01,0.947691536E+01,0.227482036E+00
0.000000000E+00,0.801484466E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.177905872E+00,0.110290743E+00,0.526029915E-01,0.171580195E+00,0.280387878E+00,0.501211509E-01,0.947050667E+01,0.225968912E+00
0.000000000E+00,0.761431873E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.224573687E+00,0.106384970E+00,0.522391051E-01,0.160712436E+00,0.286407113E+00,0.504836775E-01,0.947470856E+01,0.226601496E+00
0.000000000E+00,0.760498226E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.213951617E+00,0.128964186E+00,0.510287806E-01,0.182807714E+00,0.291372538E+00,0.499391928E-01,0.947104454E+01,0.224302649E+00
0.000000000E+00,0.807282984E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.172061786E+00,0.105628073E+00,0.533890910E-01,0.177570179E+00,0.290552884E+00,0.501203686E-01,0.947338581E+01,0.225602195E+00
0.000000000E+00,0.764435828E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.222033545E+00,0.105659634E+00,0.543582663E-01,0.160048172E+00,0.289648414E+00,0.503025800E-01,0.948031139E+01,0.226028696E+00
0.000000000E+00,0.767006874E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.208806753E+00,0.131385729E+00,0.541160256E-01,0.174394041E+00,0.284321010E+00,0.511196703E-01,0.947330093E+01,0.228964061E+00
0.000000000E+00,0.805873275E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.128147960E+00,0.131446987E+00,0.531478040E-01,0.205811545E+00,0.319098681E+00,0.500908978E-01,0.946273041E+01,0.226301894E+00
0.000000000E+00,0.769430041E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.204691038E+00,0.128147557E+00,0.539950915E-01,0.181234658E+00,0.271670401E+00,0.522093810E-01,0.946515179E+01,0.227632910E+00
0.000000000E+00,0.759467363E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.166675419E+00,0.130174518E+00,0.516642407E-01,0.192280576E+00,0.302691311E+00,0.499996021E-01,0.946300030E+01,0.229719728E+00
0.000000000E+00,0.805823386E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.150844097E+00,0.109773569E+00,0.548111275E-01,0.188645914E+00,0.297178596E+00,0.522385426E-01,0.946664715E+01,0.230987579E+00
0.000000000E+00,0.761489928E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.218550012E+00,0.129659101E+00,0.526929237E-01,0.180838734E+00,0.279021293E+00,0.497873947E-01,0.947567654E+01,0.227236345E+00
0.000000000E+00,0.764804006E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.165345833E+00,0.127906188E+00,0.522702299E-01,0.184020281E+00,0.336290956E+00,0.503634401E-01,0.946315098E+01,0.228148818E+00
0.000000000E+00,0.804986238E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.185682222E+00,0.105174527E+00,0.533893183E-01,0.152994901E+00,0.268429607E+00,0.505443066E-01,0.948598576E+01,0.221456707E+00
0.000000000E+00,0.768489659E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.198122710E+00,0.128994644E+00,0.546608008E-01,0.185895145E+00,0.293340266E+00,0.510591231E-01,0.947154331E+01,0.225029379E+00
0.000000000E+00,0.767306566E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.219338551E+00,0.105023429E+00,0.538736917E-01,0.154084787E+00,0.295367032E+00,0.495759025E-01,0.948034668E+01,0.230415955E+00
0.000000000E+00,0.806174338E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.108414054E+00,0.129328087E+00,0.527239703E-01,0.215163454E+00,0.295823276E+00,0.509382598E-01,0.946165276E+01,0.228964895E+00
0.000000000E+00,0.764195561E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.216646686E+00,0.129449278E+00,0.531780124E-01,0.176997736E+00,0.287954271E+00,0.486683212E-01,0.947458458E+01,0.225666061E+00
0.000000000E+00,0.765786231E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.211951658E+00,0.126632273E+00,0.527230911E-01,0.181352898E+00,0.284771293E+00,0.510584712E-01,0.947081566E+01,0.227387249E+00
0.000000000E+00,0.765197158E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.228754073E+00,0.102845505E+00,0.532084741E-01,0.158142358E+00,0.273790598E+00,0.492738336E-01,0.948345661E+01,0.225727424E+00
0.000000000E+00,0.759653509E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.223667845E+00,0.130871415E+00,0.513316207E-01,0.172275692E+00,0.273940146E+00,0.503933653E-01,0.947498131E+01,0.222548008E+00
0.000000000E+00,0.761492074E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.229779318E+00,0.108594336E+00,0.531470589E-01,0.146487340E+00,0.294699848E+00,0.504533909E-01,0.948169613E+01,0.222999752E+00
0.000000000E+00,0.818718374E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.157502875E+00,0.106838040E+00,0.531768911E-01,0.166915506E+00,0.284346551E+00,0.523899868E-01,0.946809006E+01,0.231805250E+00
0.000000000E+00,0.804630280E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.173365518E+00,0.127935767E+00,0.509684980E-01,0.184231132E+00,0.283656001E+00,0.509987622E-01,0.947015190E+01,0.224576160E+00
0.000000000E+00,0.761323988E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.221732512E+00,0.129873633E+00,0.509385541E-01,0.169492513E+00,0.273488253E+00,0.481540300E-01,0.947735500E+01,0.225273713E+00
0.000000000E+00,0.807929695E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.180175528E+00,0.105901927E+00,0.511803813E-01,0.176029041E+00,0.288952738E+00,0.506053194E-01,0.947315216E+01,0.223183990E+00
0.000000000E+00,0.762789309E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.236799717E+00,0.107383095E+00,0.507860295E-01,0.108412139E+00,0.278052002E+00,0.494240671E-01,0.951112270E+01,0.226781726E+00
0.000000000E+00,0.763364911E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.230595425E+00,0.103539430E+00,0.505136847E-01,0.151329190E+00,0.267247349E+00,0.483648069E-01,0.949045849E+01,0.226085797E+00
0.000000000E+00,0.806415558E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.110169359E+00,0.130932048E+00,0.516040549E-01,0.204418644E+00,0.295822918E+00,0.491827540E-01,0.946267128E+01,0.222487614E+00
0.000000000E+00,0.771539927E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.125876129E+00,0.132776782E+00,0.542063415E-01,0.189888641E+00,0.360740006E+00,0.526627749E-01,0.946077728E+01,0.227993503E+00
0.000000000E+00,0.760068953E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.164767876E+00,0.128176332E+00,0.508165434E-01,0.190917671E+00,0.341097355E+00,0.495453738E-01,0.946228886E+01,0.226177499E+00
0.000000000E+00,0.808387935E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.156780481E+00,0.132658079E+00,0.504542589E-01,0.197882399E+00,0.281841666E+00,0.496370643E-01,0.946799755E+01,0.221641585E+00
0.000000000E+00,0.761562347E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.233686611E+00,0.106900804E+00,0.513014905E-01,0.134957731E+00,0.289982051E+00,0.489104465E-01,0.949383259E+01,0.224667236E+00
0.000000000E+00,0.760383427E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.233414680E+00,0.104963966E+00,0.507870615E-01,0.141949534E+00,0.309201807E+00,0.496369377E-01,0.949049091E+01,0.224516347E+00
0.000000000E+00,0.805009425E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.124634519E+00,0.129113838E+00,0.498477519E-01,0.231139824E+00,0.309074253E+00,0.495450944E-01,0.946147919E+01,0.224844545E+00
0.000000000E+00,0.765304983E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.224543139E+00,0.130173877E+00,0.505744144E-01,0.176026821E+00,0.273241073E+00,0.486071296E-01,0.947227573E+01,0.227781609E+00
0.000000000E+00,0.765419781E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.223935977E+00,0.130324155E+00,0.505134724E-01,0.166370615E+00,0.283619970E+00,0.506042652E-01,0.947362137E+01,0.225328222E+00
0.000000000E+00,0.809776425E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.184201062E+00,0.104721613E+00,0.506053530E-01,0.169279754E+00,0.279873043E+00,0.492433682E-01,0.947185707E+01,0.227300361E+00
0.000000000E+00,0.761971533E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.228385672E+00,0.129204661E+00,0.506951958E-01,0.166371047E+00,0.279201895E+00,0.500596166E-01,0.947485733E+01,0.227023691E+00
0.000000000E+00,0.762650669E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.234442890E+00,0.107415162E+00,0.517856739E-01,0.135835245E+00,0.286379904E+00,0.473970547E-01,0.949169922E+01,0.222457439E+00
0.000000000E+00,0.808519542E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.177054688E+00,0.106020950E+00,0.511491336E-01,0.177569211E+00,0.279110819E+00,0.496055819E-01,0.946924782E+01,0.224814057E+00
0.000000000E+00,0.763574302E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.225388974E+00,0.128478065E+00,0.513004251E-01,0.163434997E+00,0.280987114E+00,0.496963486E-01,0.947593117E+01,0.227447033E+00
0.000000000E+00,0.766015708E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.238833234E+00,0.106840871E+00,0.510899127E-01,0.127058908E+00,0.283506632E+00,0.498489849E-01,0.949494457E+01,0.226242349E+00
0.000000000E+00,0.762564242E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.237561703E+00,0.105327383E+00,0.511806384E-01,0.134837225E+00,0.267010957E+00,0.493041128E-01,0.949105644E+01,0.227331609E+00
0.000000000E+00,0.763979137E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.233322039E+00,0.104145959E+00,0.528447703E-01,0.135108262E+00,0.287801206E+00,0.508471988E-01,0.948778439E+01,0.224060595E+00
0.000000000E+00,0.759930193E+00,0.000000000E+00,0.000000000E+00,0.000000000E+00,0.240678862E+00,0.107324854E+00,0.521793701E-01,0.112742551E+00,0.276817024E+00,0.502120480E-01,0.950415230E+01,0.228874922E+00
